const,Country,Time,NEET,Exp_LMP,Exp_LMP_2,Exp_LMP_3,STR,STR_2,STR_3,GDP,LogGDP,CPI,DEBT,Years_schooling,Exp_educ,LogExp_educ,Strictness_of_workers,PT_employ
1.0,USA,2016,14.118049,0.26,0.06760000000000001,0.017576,15.216,231.52665599999997,3522.9095976959993,57951.5840820997,10.96736318371957,1.261583,138.111,13.4,12185.251,9.407981564944398,0.673,
1.0,USA,2017,13.280724,0.24,0.0576,0.013823999999999998,15.182,230.49312400000002,3499.346608568,60062.2223132211,11.003136342404913,2.13011,134.6742,13.4,12592.169,9.440830391786942,0.673,
1.0,USA,2018,12.685773,0.25,0.0625,0.015625,15.224,231.770176,3528.4691594240003,62996.4712852605,11.050833992459903,2.442583,136.1796,,,,0.673,
1.0,CHL,2013,18.750889,0.36,0.1296,0.046655999999999996,22.525,507.37562499999996,11428.635953124998,15842.9408052125,9.670479305031037,1.789556,19.0293,9.9,4484.2124,8.408318151491255,1.91,24.1788321396764
1.0,CHL,2015,17.971138,0.52,0.27040000000000003,0.140608,20.891,436.43388099999993,9117.540207970998,13574.171830724,9.515924135996311,4.348773,24.42269,10.3,4181.4561,8.338414814141574,1.91,25.7250977673681
1.0,CHL,2017,18.409889,0.51,0.2601,0.13265100000000002,19.77,390.8529,7727.161832999999,14999.3700885512,9.615763485105983,2.182719,29.10533,10.3,5259.0156,8.567699139928356,1.91,28.2198957527486
1.0,EST,2011,15.154462,0.69,0.4760999999999999,0.32850899999999994,12.892,166.20366399999997,2142.6976362879996,17621.5479628944,9.776877748236034,4.981901,9.39082,12.5,6203.0718,8.73279989995046,2.113,14.1226201113719
1.0,EST,2013,14.799244,0.66,0.43560000000000004,0.28749600000000003,13.04,170.0416,2217.3424639999994,19174.1003261509,9.861315706029162,2.780567,13.50206,12.6,7255.5903,8.889527526584525,2.113,17.424074657495
1.0,EST,2014,14.499515,0.57,0.32489999999999997,0.18519299999999994,12.892,166.20366399999997,2142.6976362879996,20367.103161316,9.921676288077762,-0.1061751,13.7235,12.6,6166.6343,8.726908473735884,2.113,14.9467452476062
1.0,EST,2015,12.8484,0.63,0.39690000000000003,0.250047,13.347,178.142409,2377.666732923,17522.230186252,9.771225650125068,-0.492326,12.63388,12.7,6347.2373,8.755774926349806,2.113,20.0969552259077
1.0,EST,2016,14.530252,0.74,0.5476,0.405224,13.192,174.028864,2295.788773888,18437.2528207173,9.822128506658332,0.1486849,13.58139,12.6,6943.2383,8.845523558503322,2.113,17.4122899986744
1.0,EST,2017,11.751085,0.79,0.6241000000000001,0.49303900000000006,13.192,174.028864,2295.788773888,20458.4607286705,9.926151803472647,3.417236,13.08883,12.7,7480.6763,8.920078481319887,2.113,14.9307839732958
1.0,EST,2018,12.717612,0.87,0.7569,0.658503,13.146,172.81731600000003,2271.8564361360004,23170.7073775514,10.050644146850399,3.436327,12.93989,,,,2.113,20.8315773453868
1.0,ISR,2013,14.968257,0.74,0.5476,0.405224,15.268,233.111824,3559.1513288320007,36309.4688325612,10.499833835619508,1.576212,76.53876,12.8,7666.0972,8.944562925223542,2.227,20.3838025330499
1.0,ISR,2014,13.846004,0.72,0.5184,0.37324799999999997,15.468,239.259024,3700.858583232,37678.8897709163,10.536855263577765,0.4864956,77.47432,12.9,7604.792,8.936533853892014,2.227,20.6566571526635
1.0,ISR,2015,14.077371,0.68,0.4624000000000001,0.31443200000000004,15.434,238.20835599999998,3676.5077665039994,35776.7951618068,10.485054782391623,-0.6343907,76.84403,13.0,7844.2808,8.967539984737714,2.227,20.1061473126678
1.0,ISR,2016,13.757322,0.63,0.39690000000000003,0.250047,15.418,237.714724,3665.0856146319993,37321.6240397313,10.527328170620336,-0.5460349,76.00293,13.0,8430.4502,9.039605454077641,2.227,20.8616910660683
1.0,ISR,2017,13.562289,0.61,0.3721,0.226981,15.172,230.18958400000002,3492.4363684480004,40541.8620938968,10.610090351213021,0.2449531,73.1968,13.0,9155.4043,9.12209961779381,2.227,20.4787596706483
1.0,ISR,2018,13.345846,0.58,0.3364,0.19511199999999995,15.434,238.20835599999998,3676.5077665039994,41719.7254385703,10.638729328042485,0.8173239,71.70158,,,,2.227,21.3984742267969
1.0,LVA,2013,15.771196,0.55,0.30250000000000005,0.16637500000000005,11.162,124.59024400000001,1390.6763035280003,15120.7818885797,9.623825360604146,-0.02945478,45.54675,12.7,6015.6431,8.702118538736892,3.228,11.4403062321261
1.0,LVA,2014,14.520842,0.55,0.30250000000000005,0.16637500000000005,11.091,123.01028099999998,1364.3070265709998,15713.536972819,9.662277847399832,0.6204923,50.89373,12.9,6576.7759,8.79129991943515,3.228,8.82699303293193
1.0,LVA,2015,12.961889,0.55,0.30250000000000005,0.16637500000000005,11.133,123.94368899999998,1379.8650896369998,13774.6052739114,9.530581978359105,0.1742414,46.16284,12.8,6730.3579,8.814383601016754,3.228,10.8044335222721
1.0,LVA,2016,14.443724,0.63,0.39690000000000003,0.250047,11.33,128.3689,1454.419637,14315.7928949778,9.569118605099085,0.1406308,49.82199,12.8,6584.2983,8.792443048134958,3.228,13.0639517591866
1.0,LVA,2017,13.85772,0.59,0.34809999999999997,0.20537899999999998,12.075,145.805625,1760.6029218749998,15682.2214493267,9.660282957933779,2.930369,47.18818,12.8,6378.5186,8.760691155020185,3.228,11.7620695888866
1.0,LVA,2018,11.176793,0.58,0.3364,0.19511199999999995,11.997,143.928009,1726.7043239729999,17858.2799784486,9.790222543994838,2.53446,45.7956,,,,3.228,13.3686670795701
1.0,SVN,2013,13.162342,1.19,1.4161,1.6851589999999999,15.995,255.84002499999997,4092.1611998749995,23496.602499332,10.06461111518384,1.769201,78.50644,11.7,9315.8438,9.13947186401094,2.895,36.6233181992062
1.0,SVN,2014,13.662683,0.99,0.9801,0.970299,15.862,251.603044,3990.927483928,24214.9220717273,10.094724336650334,0.1993438,99.25522,11.9,9265.5518,9.13405869442035,2.518,37.7733664862337
1.0,SVN,2015,14.600477,0.76,0.5776,0.43897600000000003,15.888,252.428544,4010.584707072,20881.7669299329,9.946631661497321,-0.5255523,102.3766,12.0,8584.0059,9.057655971635555,2.518,35.9246091602941
1.0,SVN,2016,11.576782,0.73,0.5328999999999999,0.38901699999999995,14.282,203.975524,2913.178433768,21663.643413767,9.983390715724571,-0.05499954,97.20789,12.3,8797.1455,9.082182572845348,2.518,31.1404969240755
1.0,SVN,2017,10.914832,0.68,0.4624000000000001,0.31443200000000004,14.45,208.80249999999998,3017.1961249999995,23512.8172674713,10.06530096708428,1.429107,88.92531,12.2,9061.876,9.11183144161989,2.518,32.9858621556401
1.0,SVN,2018,9.6732864,0.61,0.3721,0.226981,10.341,106.93628099999998,1105.8280818209998,26115.9133661854,10.170300115031356,1.738609,82.9892,,,,2.518,29.1992356695377
1.0,JPN,2013,10.834349,0.39,0.1521,0.059319000000000004,17.402,302.829604,5269.840768808001,40454.4474578903,10.607931865957845,0.3464403,232.9834,12.2,,,1.906,31.4345991561181
1.0,JPN,2014,9.8242168,0.34,0.11560000000000002,0.039304000000000006,17.143,293.882449,5038.026823207,38109.4121125573,10.548216567681154,2.761954,238.1798,12.5,,,1.906,32.4947589098532
1.0,LTU,2014,14.185811,0.43,0.18489999999999998,0.079507,10.233,104.71428900000001,1071.5413193370002,16564.9565494076,9.715044691694493,0.103758,52.58745,13.0,5288.8008,8.573346807282404,2.697,11.8716125200565
1.0,LTU,2015,13.743647,0.53,0.28090000000000004,0.148877,10.256,105.185536,1078.7828572160001,14258.2293345128,9.565089516168277,-0.8840974,53.33852,13.0,5523.3896,8.616747008785705,2.697,8.56030153740179
1.0,LTU,2016,11.403278,0.51,0.2601,0.13265100000000002,10.47,109.62090000000002,1147.730823,14998.1250595137,9.615680476239271,0.9055251,50.88945,13.0,6170.3911,8.727517502248725,2.697,11.5948220087681
1.0,LTU,2017,11.22066,0.54,0.2916,0.15746400000000002,10.619,112.763161,1197.4320066589999,16885.4073948373,9.734205060147039,3.722889,47.00182,13.0,6339.7036,8.754587295549776,2.697,12.7850307000443
1.0,LTU,2018,10.495108,0.66,0.43560000000000004,0.28749600000000003,11.22,125.88840000000002,1412.4678480000002,19176.1765182085,9.861423981235,2.697928,40.67271,,,,2.34,15.0963151862046
